Source,Target,weight,book
Moqorro,Tyrion-Lannister,7,5
Moqorro,Victarion-Greyjoy,21,5
Morgo,Tyrion-Lannister,4,5
Mors-Umber,Stannis-Baratheon,7,5
Myrcella-Baratheon,Stannis-Baratheon,3,5
Myrcella-Baratheon,Tommen-Baratheon,8,5
Myrcella-Baratheon,Trystane-Martell,4,5
Myrcella-Baratheon,Tyrion-Lannister,5,5
Narbert-Grandison,Patrek-of-Kings-Mountain,3,5
Narbert-Grandison,Selyse-Florent,8,5
Nurse,Penny,4,5
Nurse,Tyrion-Lannister,8,5
Nurse,Yezzan-zo-Qaggaz,12,5
Nymeria-Sand,Obara-Sand,8,5
Nymeria-Sand,Tyene-Sand,7,5
Obara-Sand,Tyene-Sand,6,5
Old-Bill-Bone,Quentyn-Martell,3,5
Othell-Yarwyck,Weeper,4,5
Patchface,Selyse-Florent,3,5
Patchface,Shireen-Baratheon,3,5
Patrek-of-Kings-Mountain,Selyse-Florent,7,5
Patrek-of-Kings-Mountain,Wun-Weg-Wun-Dar-Wun,3,5
Penny,Sweets,4,5
Penny,Tyrion-Lannister,59,5
Penny,Yezzan-zo-Qaggaz,9,5
Petyr-Baelish,Varys,4,5
Pypar,Todder,4,5
Qarl-the-Maid,Tristifer-Botley,5,5
Qavo-Nogarys,Tyrion-Lannister,6,5
Quentyn-Martell,Tattered-Prince,14,5
Qyburn,Robert-Strong,4,5
Ralf-(Limper),Victarion-Greyjoy,3,5
Ramsay-Snow,Roose-Bolton,14,5
Ramsay-Snow,Skinner,5,5
Ramsay-Snow,Sour-Alyn,6,5
Ramsay-Snow,Stannis-Baratheon,8,5
Ramsay-Snow,Theon-Greyjoy,87,5
Ramsay-Snow,Walder-Frey-(son-of-Merrett),3,5
Ramsay-Snow,Wyman-Manderly,5,5
Ramsay-Snow,Yellow-Dick,7,5
Randyll-Tarly,Robert-Strong,3,5
Reznak-mo-Reznak,Skahaz-mo-Kandaq,5,5
Rhaegar-Frey,Wyman-Manderly,3,5
Rhaegar-Targaryen,Robert-Baratheon,7,5
Richard-Horpe,Stannis-Baratheon,3,5
Rickon-Stark,Robb-Stark,3,5
Rickon-Stark,Theon-Greyjoy,4,5
Robb-Stark,Rodrik-Cassel,3,5
Robb-Stark,Stannis-Baratheon,6,5
Robb-Stark,Theon-Greyjoy,7,5
Robb-Stark,Wyman-Manderly,3,5
Robert-Baratheon,Stannis-Baratheon,11,5
Robert-Baratheon,Tommen-Baratheon,4,5
Robert-Baratheon,Tywin-Lannister,3,5
Robert-Baratheon,Val,3,5
Robert-Baratheon,Viserys-Targaryen,3,5
Robert-Baratheon,Willam-Dustin,3,5
Robett-Glover,Stannis-Baratheon,4,5
Rodrik-Cassel,Theon-Greyjoy,3,5
Rodrik-Sparr,Victarion-Greyjoy,7,5
Roger-Ryswell,Theon-Greyjoy,4,5
Rolly-Duckfield,Tyrion-Lannister,20,5
Rolly-Duckfield,Yandry,12,5
Rolly-Duckfield,Ysilla,9,5
Roose-Bolton,Stannis-Baratheon,13,5
Roose-Bolton,Theon-Greyjoy,14,5
Roose-Bolton,Walda-Frey-(daughter-of-Merrett),4,5
Roose-Bolton,Wyman-Manderly,5,5
Roose-Ryswell,Stannis-Baratheon,3,5
Rowan,Squirrel,5,5
Rowan,Theon-Greyjoy,12,5
Salladhor-Saan,Stannis-Baratheon,8,5
Samwell-Tarly,Stannis-Baratheon,8,5
Satin,Selyse-Florent,4,5
Scar,Tyrion-Lannister,8,5
Scar,Yezzan-zo-Qaggaz,4,5
Scolera,Unella,12,5
Selyse-Florent,Shireen-Baratheon,8,5
Selyse-Florent,Stannis-Baratheon,14,5
Selyse-Florent,Val,15,5
Selyse-Florent,Wun-Weg-Wun-Dar-Wun,5,5
Shae,Tysha,4,5
Shireen-Baratheon,Stannis-Baratheon,4,5
Shireen-Baratheon,Val,4,5
Shrouded-Lord,Tyrion-Lannister,4,5
Sigorn,Stannis-Baratheon,3,5
Skinner,Sour-Alyn,6,5
Skinner,Theon-Greyjoy,4,5
Sour-Alyn,Theon-Greyjoy,8,5
Sour-Alyn,Yellow-Dick,3,5
Squirrel,Theon-Greyjoy,7,5
Stannis-Baratheon,Theomore,3,5
Stannis-Baratheon,Theon-Greyjoy,10,5
Stannis-Baratheon,Tommen-Baratheon,7,5
Stannis-Baratheon,Tycho-Nestoris,7,5
Stannis-Baratheon,Tyrion-Lannister,3,5
Stannis-Baratheon,Tywin-Lannister,3,5
Stannis-Baratheon,Val,15,5
Stannis-Baratheon,William-Foxglove,3,5
Stannis-Baratheon,Wyman-Manderly,19,5
Sweets,Tyrion-Lannister,7,5
Sweets,Yezzan-zo-Qaggaz,6,5
Sybell-Spicer,Wyman-Manderly,3,5
Theomore,Wyman-Manderly,3,5
Theon-Greyjoy,Walda-Frey-(daughter-of-Merrett),3,5
Theon-Greyjoy,Walder-Frey-(son-of-Jammos),6,5
Theon-Greyjoy,Walder-Frey-(son-of-Merrett),6,5
Theon-Greyjoy,Wex-Pyke,3,5
Theon-Greyjoy,Willow-Witch-eye,4,5
Theon-Greyjoy,Wyman-Manderly,3,5
Theon-Greyjoy,Yellow-Dick,5,5
Thistle,Varamyr,7,5
Toregg,Tormund,8,5
Tormund,Val,9,5
Tormund,Weeper,9,5
Tybero-Istarion,Tyrion-Lannister,8,5
Tyrion-Lannister,Tysha,4,5
Tyrion-Lannister,Tywin-Lannister,18,5
Tyrion-Lannister,Varys,7,5
Tyrion-Lannister,Yandry,15,5
Tyrion-Lannister,Yezzan-zo-Qaggaz,17,5
Tyrion-Lannister,Ysilla,11,5
Tywin-Lannister,Wylis-Manderly,3,5
Victarion-Greyjoy,Wulfe,3,5
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Merrett),10,5
Yandry,Ysilla,14,5
