Source,Target,weight,book
Petyr-Baelish,Tyrion-Lannister,5,4
Petyr-Baelish,Yohn-Royce,12,4
Pia,Qyburn,3,4
Pia,Tyrion-Lannister,3,4
Puckens,Pycelle,3,4
Puckens,Shortear,3,4
Pycelle,Qyburn,10,4
Pycelle,Stannis-Baratheon,6,4
Pycelle,Tywin-Lannister,4,4
Pycelle,Varys,4,4
Pycelle,Walder-Frey,3,4
Pyg,Shagwell,8,4
Pyg,Timeon,7,4
Pyg,Vargo-Hoat,3,4
Pypar,Samwell-Tarly,3,4
Qhorin-Halfhand,Samwell-Tarly,3,4
Quellon-Greyjoy,Victarion-Greyjoy,4,4
Quentyn-Martell,Trystane-Martell,3,4
Quhuru-Mo,Samwell-Tarly,4,4
Quhuru-Mo,Xhondo,4,4
Qyburn,Stannis-Baratheon,3,4
Ralf-(Limper),Victarion-Greyjoy,4,4
Ralf-Stonehouse,Victarion-Greyjoy,3,4
Randyll-Tarly,Samwell-Tarly,4,4
Raynard,Torbert,4,4
Renly-Baratheon,Robert-Baratheon,5,4
Renly-Baratheon,Sansa-Stark,3,4
Renly-Baratheon,Stannis-Baratheon,4,4
Rennifer-Longwaters,Rugen,3,4
Rhaegar-Targaryen,Robert-Baratheon,6,4
Rickon-Stark,Robb-Stark,5,4
Robb-Stark,Sansa-Stark,3,4
Robert-Arryn,Sansa-Stark,8,4
Robert-Arryn,Terrance-Lynderly,4,4
Robert-Arryn,Yohn-Royce,4,4
Robert-Baratheon,Stannis-Baratheon,4,4
Robert-Baratheon,Taena-of-Myr,5,4
Robert-Baratheon,Tommen-Baratheon,5,4
Robert-Baratheon,Tyrion-Lannister,6,4
Rodrik-Harlaw,Sigfryd-Harlaw,3,4
Rodrik-Harlaw,Victarion-Greyjoy,3,4
Roose-Bolton,Stannis-Baratheon,5,4
Roslin-Frey,Walder-Frey,3,4
Ryman-Frey,Walder-Rivers,5,4
Samwell-Tarly,Stannis-Baratheon,11,4
Samwell-Tarly,Theobald,7,4
Samwell-Tarly,Xhondo,18,4
Sandor-Clegane,Sansa-Stark,3,4
Sandor-Clegane,Thoros-of-Myr,3,4
Sandor-Clegane,Tickler,4,4
Sandor-Clegane,Timeon,4,4
Sandor-Clegane,Tyrion-Lannister,3,4
Sansa-Stark,Tyrion-Lannister,6,4
Sansa-Stark,Tywin-Lannister,3,4
Sansa-Stark,Yohn-Royce,3,4
Sarella-Sand,Tyene-Sand,3,4
Shae,Tyrion-Lannister,3,4
Shagwell,Timeon,6,4
Shagwell,Zollo,3,4
Stannis-Baratheon,Tommen-Baratheon,6,4
Stannis-Baratheon,Tyrion-Lannister,3,4
Stannis-Baratheon,Tywin-Lannister,4,4
Sylva-Santagar,Tyene-Sand,3,4
Symond-Templeton,Yohn-Royce,4,4
Taena-of-Myr,Tommen-Baratheon,8,4
Taena-of-Myr,Tyrion-Lannister,3,4
Talbert-Serry,Victarion-Greyjoy,10,4
Tommen-Baratheon,Tyrion-Lannister,5,4
Tommen-Baratheon,Tywin-Lannister,6,4
Tyrion-Lannister,Tywin-Lannister,9,4
Tyrion-Lannister,Varys,7,4
